,ESR1,PGR,GATA3,FOXA1,MKI67,PCNA,TOP2A,CCND1,MYC,BRCA2,GATA3,MAP3K1,PIK3CA,AKT1,MTOR,KRT8,KRT18,KRT19,EPCAM,KRT5,KRT14,EGFR,COL1A1,COL3A1,ACTA2,FAP,VIM,CD3D,CD8A,CD4,FOXP3,CD68,CD163,HIF1A,VEGFA,CA9
SPOT_17_29,13.0,20.0,28.0,15.0,4.0,3.0,2.0,6.0,5.0,6.0,38.0,5.0,12.0,12.0,6.0,10.0,12.0,13.0,12.0,0.0,0.0,0.0,21.0,10.0,12.0,8.0,22.0,9.0,6.0,6.0,1.0,5.0,7.0,10.0,61.0,7.0
SPOT_18_00,19.0,12.0,29.0,19.0,3.0,3.0,3.0,6.0,16.0,8.0,14.0,5.0,17.0,20.0,6.0,26.0,24.0,7.0,22.0,0.0,0.0,3.0,9.0,17.0,16.0,5.0,13.0,1.0,3.0,9.0,5.0,1.0,6.0,17.0,4.0,3.0
SPOT_18_01,17.0,5.0,10.0,6.0,11.0,9.0,4.0,5.0,10.0,5.0,39.0,5.0,13.0,6.0,3.0,19.0,20.0,9.0,31.0,0.0,0.0,1.0,20.0,5.0,14.0,11.0,14.0,10.0,0.0,6.0,2.0,11.0,7.0,3.0,10.0,6.0
SPOT_18_02,12.0,15.0,85.0,44.0,69.0,12.0,15.0,20.0,10.0,44.0,18.0,46.0,42.0,90.0,26.0,66.0,20.0,181.0,62.0,3.0,2.0,4.0,416.0,915.0,981.0,461.0,199.0,17.0,62.0,11.0,25.0,32.0,8.0,50.0,46.0,33.0
SPOT_18_03,9.0,8.0,45.0,60.0,24.0,8.0,17.0,111.0,41.0,39.0,101.0,14.0,49.0,13.0,28.0,18.0,45.0,60.0,49.0,5.0,2.0,13.0,43.0,28.0,24.0,39.0,46.0,127.0,37.0,75.0,81.0,414.0,408.0,29.0,40.0,11.0
SPOT_18_04,9.0,9.0,53.0,39.0,19.0,25.0,8.0,141.0,35.0,15.0,266.0,29.0,52.0,44.0,60.0,11.0,125.0,74.0,25.0,1.0,3.0,8.0,44.0,48.0,92.0,70.0,17.0,87.0,262.0,178.0,53.0,134.0,138.0,45.0,26.0,17.0
SPOT_18_05,9.0,11.0,71.0,50.0,24.0,11.0,51.0,38.0,37.0,16.0,38.0,15.0,27.0,22.0,14.0,9.0,12.0,91.0,70.0,4.0,2.0,2.0,1243.0,276.0,855.0,353.0,858.0,51.0,35.0,8.0,4.0,18.0,14.0,16.0,57.0,31.0
SPOT_18_06,82.0,93.0,182.0,186.0,41.0,24.0,64.0,70.0,43.0,44.0,119.0,91.0,119.0,19.0,45.0,222.0,118.0,91.0,56.0,7.0,7.0,8.0,97.0,86.0,244.0,60.0,359.0,94.0,192.0,63.0,23.0,28.0,42.0,174.0,138.0,52.0
SPOT_18_07,50.0,75.0,99.0,84.0,64.0,20.0,17.0,50.0,29.0,90.0,85.0,90.0,58.0,84.0,108.0,108.0,195.0,400.0,88.0,22.0,8.0,17.0,153.0,45.0,83.0,159.0,126.0,22.0,51.0,142.0,4.0,59.0,38.0,72.0,125.0,17.0
SPOT_18_08,148.0,97.0,163.0,82.0,75.0,46.0,29.0,173.0,25.0,51.0,201.0,126.0,33.0,211.0,49.0,262.0,237.0,74.0,108.0,20.0,5.0,17.0,114.0,107.0,291.0,104.0,201.0,77.0,203.0,160.0,30.0,47.0,36.0,16.0,57.0,110.0
SPOT_18_09,29.0,79.0,367.0,99.0,84.0,169.0,40.0,32.0,65.0,71.0,128.0,68.0,97.0,75.0,63.0,183.0,112.0,99.0,132.0,7.0,8.0,12.0,148.0,158.0,119.0,248.0,110.0,151.0,48.0,75.0,19.0,150.0,19.0,121.0,34.0,10.0
SPOT_18_10,296.0,805.0,718.0,904.0,37.0,65.0,160.0,61.0,168.0,28.0,809.0,30.0,64.0,29.0,60.0,1278.0,589.0,620.0,1064.0,12.0,7.0,22.0,132.0,157.0,73.0,187.0,88.0,89.0,55.0,39.0,7.0,91.0,35.0,51.0,37.0,69.0
SPOT_18_11,170.0,142.0,108.0,191.0,329.0,174.0,135.0,476.0,226.0,84.0,212.0,32.0,235.0,92.0,148.0,70.0,184.0,107.0,107.0,13.0,6.0,14.0,99.0,96.0,84.0,115.0,113.0,104.0,58.0,61.0,32.0,74.0,30.0,75.0,107.0,68.0
SPOT_18_12,1713.0,412.0,1134.0,453.0,73.0,20.0,35.0,180.0,86.0,43.0,446.0,108.0,55.0,191.0,46.0,1288.0,1347.0,249.0,551.0,6.0,4.0,22.0,166.0,105.0,100.0,119.0,88.0,44.0,22.0,57.0,32.0,31.0,32.0,130.0,114.0,13.0
SPOT_18_13,381.0,575.0,315.0,660.0,59.0,94.0,21.0,54.0,17.0,44.0,331.0,50.0,154.0,115.0,52.0,587.0,922.0,377.0,314.0,14.0,5.0,13.0,51.0,77.0,97.0,39.0,53.0,37.0,101.0,63.0,46.0,82.0,66.0,43.0,141.0,29.0
SPOT_18_14,1417.0,224.0,434.0,1283.0,87.0,20.0,69.0,180.0,63.0,28.0,240.0,32.0,93.0,39.0,65.0,796.0,687.0,1403.0,264.0,2.0,11.0,23.0,181.0,71.0,120.0,199.0,139.0,33.0,6.0,73.0,12.0,126.0,117.0,238.0,248.0,138.0
SPOT_18_15,623.0,159.0,197.0,172.0,535.0,261.0,59.0,209.0,354.0,57.0,267.0,37.0,121.0,150.0,112.0,105.0,243.0,89.0,146.0,7.0,7.0,18.0,461.0,165.0,203.0,37.0,58.0,63.0,33.0,23.0,37.0,106.0,32.0,64.0,106.0,55.0
SPOT_18_16,218.0,591.0,727.0,312.0,87.0,80.0,38.0,206.0,80.0,28.0,1126.0,22.0,93.0,34.0,48.0,408.0,710.0,678.0,700.0,13.0,11.0,11.0,136.0,251.0,89.0,72.0,96.0,39.0,72.0,60.0,91.0,69.0,41.0,343.0,102.0,97.0
SPOT_18_17,280.0,506.0,297.0,1083.0,36.0,33.0,59.0,210.0,30.0,47.0,383.0,31.0,76.0,167.0,98.0,1330.0,554.0,197.0,1172.0,8.0,5.0,15.0,78.0,59.0,67.0,36.0,122.0,145.0,25.0,40.0,54.0,17.0,79.0,90.0,30.0,46.0
SPOT_18_18,148.0,183.0,358.0,280.0,39.0,55.0,59.0,55.0,40.0,53.0,540.0,60.0,102.0,163.0,67.0,370.0,1105.0,689.0,696.0,12.0,9.0,8.0,27.0,182.0,194.0,21.0,49.0,30.0,62.0,70.0,14.0,38.0,56.0,39.0,290.0,36.0
SPOT_18_19,445.0,1064.0,836.0,332.0,36.0,33.0,98.0,148.0,134.0,55.0,258.0,42.0,115.0,33.0,40.0,1161.0,536.0,489.0,313.0,9.0,8.0,10.0,187.0,72.0,17.0,44.0,47.0,35.0,35.0,168.0,30.0,12.0,74.0,84.0,63.0,56.0
SPOT_18_20,409.0,525.0,311.0,1093.0,80.0,48.0,92.0,163.0,81.0,38.0,434.0,61.0,34.0,26.0,320.0,494.0,475.0,248.0,432.0,13.0,13.0,11.0,89.0,132.0,93.0,47.0,100.0,20.0,17.0,155.0,58.0,38.0,36.0,72.0,160.0,40.0
SPOT_18_21,90.0,75.0,102.0,135.0,38.0,15.0,29.0,48.0,104.0,34.0,48.0,23.0,35.0,50.0,127.0,524.0,123.0,66.0,54.0,9.0,4.0,9.0,144.0,62.0,90.0,173.0,322.0,171.0,42.0,37.0,41.0,63.0,34.0,65.0,64.0,34.0
SPOT_18_22,262.0,103.0,182.0,156.0,123.0,171.0,40.0,96.0,40.0,73.0,59.0,46.0,66.0,111.0,37.0,109.0,39.0,95.0,399.0,12.0,5.0,26.0,60.0,79.0,72.0,192.0,130.0,117.0,79.0,40.0,35.0,76.0,20.0,28.0,96.0,96.0
SPOT_18_23,140.0,148.0,192.0,106.0,95.0,21.0,24.0,102.0,85.0,75.0,86.0,13.0,149.0,162.0,52.0,122.0,215.0,78.0,153.0,14.0,7.0,16.0,125.0,101.0,127.0,122.0,192.0,34.0,30.0,57.0,27.0,55.0,37.0,37.0,54.0,17.0
SPOT_18_24,85.0,87.0,281.0,123.0,25.0,71.0,38.0,145.0,81.0,76.0,103.0,19.0,61.0,38.0,25.0,178.0,113.0,63.0,277.0,9.0,7.0,8.0,70.0,124.0,63.0,93.0,322.0,46.0,98.0,34.0,64.0,73.0,117.0,38.0,190.0,61.0
SPOT_18_25,9.0,6.0,197.0,29.0,47.0,19.0,15.0,16.0,17.0,14.0,67.0,44.0,18.0,45.0,22.0,56.0,23.0,68.0,43.0,2.0,6.0,2.0,372.0,292.0,198.0,130.0,307.0,27.0,7.0,13.0,7.0,10.0,31.0,14.0,76.0,32.0
SPOT_18_26,11.0,17.0,45.0,39.0,23.0,77.0,24.0,26.0,62.0,17.0,108.0,12.0,41.0,68.0,6.0,23.0,12.0,45.0,25.0,9.0,3.0,4.0,542.0,586.0,107.0,476.0,375.0,13.0,12.0,11.0,15.0,17.0,42.0,29.0,118.0,23.0
SPOT_18_27,4.0,7.0,61.0,46.0,13.0,32.0,14.0,33.0,25.0,42.0,68.0,47.0,49.0,40.0,76.0,18.0,38.0,85.0,102.0,5.0,3.0,6.0,30.0,49.0,22.0,42.0,76.0,132.0,483.0,103.0,57.0,425.0,423.0,19.0,137.0,102.0
SPOT_18_28,10.0,5.0,77.0,50.0,34.0,13.0,13.0,46.0,34.0,20.0,58.0,16.0,42.0,11.0,16.0,31.0,83.0,72.0,125.0,2.0,7.0,5.0,63.0,87.0,28.0,14.0,66.0,455.0,46.0,214.0,49.0,228.0,385.0,39.0,76.0,87.0
SPOT_18_29,16.0,17.0,19.0,21.0,8.0,9.0,16.0,31.0,10.0,5.0,42.0,9.0,72.0,32.0,12.0,17.0,19.0,39.0,35.0,1.0,2.0,2.0,12.0,16.0,27.0,11.0,2.0,11.0,1.0,4.0,3.0,2.0,4.0,10.0,11.0,3.0
SPOT_19_00,38.0,20.0,8.0,5.0,5.0,6.0,2.0,7.0,9.0,5.0,12.0,3.0,6.0,4.0,4.0,23.0,22.0,8.0,12.0,0.0,0.0,1.0,33.0,3.0,6.0,5.0,8.0,2.0,3.0,8.0,5.0,5.0,4.0,7.0,40.0,11.0
SPOT_19_01,7.0,24.0,24.0,20.0,4.0,10.0,5.0,10.0,9.0,10.0,44.0,6.0,33.0,5.0,4.0,30.0,36.0,34.0,18.0,0.0,1.0,1.0,12.0,36.0,5.0,5.0,7.0,3.0,11.0,2.0,8.0,4.0,7.0,10.0,17.0,2.0
SPOT_19_02,35.0,59.0,73.0,24.0,198.0,42.0,47.0,15.0,38.0,24.0,101.0,25.0,36.0,43.0,55.0,32.0,72.0,48.0,65.0,9.0,3.0,4.0,31.0,23.0,51.0,27.0,34.0,529.0,155.0,463.0,109.0,308.0,310.0,33.0,33.0,89.0
SPOT_19_03,4.0,3.0,55.0,49.0,25.0,41.0,16.0,40.0,37.0,17.0,58.0,13.0,112.0,33.0,33.0,77.0,7.0,35.0,82.0,0.0,1.0,5.0,300.0,155.0,918.0,360.0,81.0,13.0,11.0,14.0,14.0,38.0,20.0,24.0,21.0,47.0
SPOT_19_04,11.0,4.0,64.0,24.0,17.0,26.0,25.0,31.0,14.0,8.0,60.0,12.0,39.0,38.0,24.0,12.0,52.0,56.0,59.0,2.0,5.0,12.0,1233.0,186.0,559.0,515.0,581.0,21.0,22.0,7.0,16.0,23.0,24.0,37.0,24.0,19.0
SPOT_19_05,11.0,4.0,20.0,38.0,13.0,28.0,13.0,15.0,5.0,23.0,157.0,18.0,53.0,97.0,6.0,10.0,13.0,42.0,43.0,4.0,2.0,2.0,468.0,1036.0,1181.0,446.0,164.0,122.0,6.0,16.0,6.0,6.0,19.0,44.0,18.0,65.0
SPOT_19_06,78.0,37.0,87.0,151.0,191.0,41.0,35.0,164.0,105.0,59.0,67.0,22.0,57.0,32.0,104.0,114.0,240.0,95.0,101.0,12.0,6.0,27.0,179.0,112.0,317.0,113.0,247.0,34.0,132.0,25.0,20.0,82.0,19.0,46.0,49.0,110.0
SPOT_19_07,602.0,178.0,128.0,44.0,43.0,26.0,31.0,55.0,61.0,47.0,102.0,79.0,61.0,245.0,100.0,87.0,118.0,75.0,96.0,10.0,7.0,16.0,269.0,84.0,179.0,102.0,88.0,66.0,102.0,124.0,32.0,44.0,38.0,54.0,148.0,39.0
SPOT_19_08,140.0,53.0,231.0,87.0,35.0,97.0,35.0,59.0,61.0,74.0,134.0,19.0,99.0,51.0,44.0,93.0,116.0,218.0,166.0,5.0,4.0,15.0,52.0,39.0,104.0,190.0,260.0,33.0,73.0,114.0,16.0,20.0,67.0,179.0,106.0,50.0
SPOT_19_09,72.0,136.0,169.0,99.0,131.0,62.0,60.0,202.0,53.0,62.0,263.0,32.0,124.0,57.0,69.0,184.0,316.0,247.0,255.0,3.0,6.0,12.0,100.0,255.0,154.0,178.0,192.0,78.0,61.0,110.0,23.0,65.0,64.0,110.0,113.0,86.0
SPOT_19_10,144.0,82.0,86.0,52.0,67.0,65.0,69.0,74.0,66.0,66.0,67.0,73.0,138.0,140.0,61.0,90.0,314.0,144.0,37.0,12.0,6.0,11.0,58.0,247.0,195.0,95.0,304.0,202.0,48.0,28.0,15.0,63.0,74.0,63.0,202.0,33.0
SPOT_19_11,535.0,200.0,487.0,147.0,90.0,420.0,189.0,215.0,173.0,53.0,341.0,52.0,154.0,74.0,56.0,60.0,146.0,66.0,188.0,10.0,13.0,5.0,77.0,104.0,55.0,104.0,49.0,90.0,48.0,30.0,33.0,110.0,94.0,48.0,57.0,92.0
SPOT_19_12,327.0,143.0,108.0,102.0,587.0,211.0,195.0,572.0,116.0,22.0,213.0,106.0,394.0,68.0,55.0,292.0,363.0,68.0,89.0,9.0,5.0,43.0,47.0,176.0,234.0,10.0,25.0,47.0,13.0,16.0,49.0,397.0,69.0,66.0,93.0,89.0
SPOT_19_13,591.0,236.0,337.0,154.0,295.0,214.0,94.0,1973.0,169.0,65.0,236.0,35.0,60.0,174.0,176.0,376.0,85.0,76.0,114.0,16.0,12.0,34.0,204.0,215.0,57.0,116.0,53.0,63.0,79.0,66.0,16.0,46.0,22.0,22.0,191.0,106.0
SPOT_19_14,752.0,245.0,560.0,426.0,75.0,81.0,55.0,95.0,105.0,27.0,542.0,47.0,123.0,100.0,114.0,424.0,389.0,138.0,593.0,2.0,5.0,17.0,35.0,128.0,93.0,23.0,105.0,38.0,37.0,14.0,62.0,105.0,24.0,80.0,66.0,90.0
SPOT_19_15,156.0,347.0,523.0,308.0,51.0,72.0,66.0,177.0,111.0,23.0,591.0,38.0,180.0,44.0,124.0,948.0,491.0,348.0,312.0,9.0,13.0,11.0,45.0,84.0,25.0,48.0,90.0,20.0,50.0,85.0,13.0,108.0,54.0,202.0,106.0,38.0
SPOT_19_16,332.0,256.0,470.0,508.0,535.0,26.0,19.0,76.0,58.0,63.0,313.0,35.0,80.0,82.0,249.0,269.0,376.0,306.0,523.0,4.0,3.0,14.0,110.0,123.0,64.0,31.0,210.0,22.0,17.0,68.0,31.0,33.0,85.0,117.0,25.0,18.0
SPOT_19_17,204.0,246.0,182.0,150.0,253.0,244.0,222.0,291.0,56.0,86.0,70.0,16.0,60.0,113.0,246.0,262.0,115.0,95.0,334.0,4.0,13.0,16.0,115.0,71.0,46.0,82.0,199.0,58.0,43.0,25.0,16.0,53.0,45.0,42.0,129.0,77.0
SPOT_19_18,104.0,392.0,745.0,232.0,164.0,75.0,57.0,112.0,41.0,45.0,484.0,41.0,75.0,66.0,43.0,1146.0,518.0,341.0,409.0,1.0,5.0,37.0,76.0,95.0,59.0,130.0,67.0,40.0,22.0,61.0,44.0,91.0,21.0,117.0,189.0,65.0
SPOT_19_19,623.0,197.0,284.0,90.0,298.0,229.0,426.0,456.0,262.0,81.0,236.0,43.0,210.0,56.0,61.0,136.0,219.0,63.0,189.0,24.0,5.0,9.0,91.0,90.0,82.0,61.0,89.0,56.0,20.0,77.0,58.0,74.0,58.0,32.0,210.0,42.0
SPOT_19_20,129.0,274.0,121.0,215.0,45.0,53.0,64.0,46.0,30.0,24.0,238.0,77.0,138.0,63.0,77.0,170.0,167.0,75.0,78.0,3.0,8.0,28.0,30.0,145.0,111.0,337.0,233.0,125.0,62.0,128.0,21.0,38.0,64.0,74.0,231.0,28.0
SPOT_19_21,133.0,136.0,158.0,42.0,92.0,31.0,28.0,110.0,18.0,100.0,159.0,28.0,152.0,81.0,53.0,217.0,141.0,191.0,168.0,17.0,4.0,7.0,59.0,153.0,206.0,134.0,90.0,36.0,77.0,262.0,23.0,50.0,52.0,38.0,126.0,175.0
SPOT_19_22,46.0,122.0,68.0,60.0,224.0,216.0,20.0,141.0,87.0,72.0,81.0,102.0,70.0,60.0,69.0,76.0,494.0,27.0,74.0,3.0,6.0,12.0,73.0,36.0,149.0,83.0,155.0,61.0,49.0,56.0,18.0,61.0,65.0,63.0,59.0,66.0
SPOT_19_23,55.0,65.0,93.0,154.0,92.0,28.0,43.0,109.0,43.0,43.0,148.0,27.0,54.0,206.0,38.0,293.0,313.0,164.0,92.0,7.0,2.0,8.0,63.0,40.0,289.0,235.0,247.0,97.0,109.0,73.0,16.0,49.0,97.0,77.0,107.0,52.0
SPOT_19_24,74.0,110.0,103.0,111.0,21.0,60.0,83.0,48.0,41.0,92.0,340.0,31.0,65.0,74.0,88.0,189.0,60.0,83.0,78.0,7.0,12.0,4.0,79.0,24.0,145.0,54.0,175.0,288.0,181.0,40.0,23.0,47.0,21.0,17.0,249.0,28.0
SPOT_19_25,27.0,4.0,82.0,25.0,20.0,20.0,87.0,43.0,14.0,62.0,143.0,22.0,16.0,12.0,26.0,8.0,142.0,32.0,36.0,4.0,3.0,3.0,180.0,69.0,59.0,30.0,11.0,154.0,111.0,290.0,38.0,175.0,169.0,30.0,34.0,60.0
SPOT_19_26,4.0,27.0,54.0,95.0,30.0,7.0,37.0,13.0,34.0,20.0,67.0,22.0,24.0,15.0,26.0,18.0,12.0,132.0,21.0,1.0,1.0,3.0,523.0,467.0,292.0,232.0,452.0,29.0,19.0,38.0,11.0,19.0,31.0,21.0,39.0,18.0
SPOT_19_27,14.0,10.0,92.0,73.0,12.0,95.0,82.0,76.0,39.0,37.0,42.0,14.0,52.0,68.0,28.0,14.0,61.0,75.0,39.0,3.0,4.0,17.0,145.0,69.0,38.0,21.0,23.0,154.0,91.0,107.0,68.0,245.0,849.0,22.0,116.0,28.0
SPOT_19_28,8.0,3.0,65.0,72.0,17.0,16.0,10.0,43.0,6.0,28.0,21.0,13.0,103.0,62.0,60.0,14.0,57.0,81.0,79.0,2.0,3.0,8.0,189.0,32.0,14.0,28.0,64.0,623.0,105.0,100.0,60.0,529.0,148.0,51.0,29.0,6.0
SPOT_19_29,11.0,19.0,18.0,10.0,50.0,8.0,5.0,15.0,5.0,5.0,6.0,12.0,20.0,8.0,7.0,8.0,20.0,18.0,10.0,1.0,0.0,1.0,7.0,10.0,3.0,3.0,9.0,8.0,5.0,3.0,6.0,9.0,4.0,22.0,17.0,5.0
SPOT_20_00,13.0,4.0,35.0,26.0,6.0,12.0,6.0,4.0,5.0,5.0,35.0,1.0,12.0,10.0,6.0,13.0,17.0,31.0,23.0,1.0,0.0,1.0,22.0,1.0,5.0,6.0,6.0,1.0,6.0,8.0,1.0,8.0,3.0,36.0,13.0,11.0
SPOT_20_01,19.0,15.0,23.0,7.0,0.0,7.0,5.0,5.0,22.0,4.0,35.0,3.0,12.0,3.0,9.0,12.0,14.0,13.0,19.0,1.0,3.0,0.0,10.0,9.0,13.0,11.0,12.0,6.0,1.0,4.0,5.0,4.0,5.0,3.0,31.0,7.0
SPOT_20_02,5.0,2.0,84.0,92.0,19.0,13.0,19.0,50.0,29.0,44.0,68.0,12.0,57.0,47.0,65.0,14.0,31.0,118.0,55.0,3.0,3.0,5.0,115.0,67.0,72.0,27.0,22.0,778.0,491.0,226.0,75.0,535.0,164.0,63.0,57.0,14.0
SPOT_20_03,13.0,6.0,64.0,6.0,6.0,31.0,19.0,66.0,8.0,30.0,126.0,20.0,57.0,7.0,23.0,12.0,21.0,29.0,41.0,4.0,2.0,3.0,322.0,207.0,531.0,209.0,278.0,9.0,7.0,27.0,34.0,18.0,28.0,89.0,30.0,51.0
SPOT_20_04,8.0,16.0,47.0,72.0,12.0,29.0,26.0,17.0,18.0,15.0,57.0,6.0,16.0,83.0,37.0,45.0,25.0,70.0,64.0,2.0,5.0,5.0,493.0,590.0,423.0,387.0,191.0,11.0,14.0,6.0,21.0,5.0,15.0,16.0,59.0,17.0
SPOT_20_05,7.0,4.0,59.0,65.0,37.0,18.0,21.0,49.0,31.0,12.0,51.0,4.0,79.0,14.0,44.0,18.0,13.0,44.0,46.0,2.0,3.0,2.0,515.0,315.0,1499.0,124.0,569.0,19.0,6.0,12.0,12.0,14.0,15.0,16.0,36.0,68.0
SPOT_20_06,24.0,8.0,51.0,61.0,86.0,35.0,14.0,76.0,23.0,10.0,124.0,15.0,49.0,32.0,22.0,14.0,16.0,96.0,23.0,1.0,0.0,8.0,191.0,512.0,328.0,56.0,671.0,19.0,9.0,6.0,13.0,20.0,23.0,26.0,42.0,23.0
SPOT_20_07,87.0,255.0,133.0,46.0,45.0,54.0,17.0,56.0,58.0,41.0,230.0,10.0,199.0,148.0,39.0,120.0,447.0,166.0,96.0,3.0,17.0,10.0,175.0,44.0,230.0,193.0,479.0,129.0,93.0,57.0,54.0,31.0,41.0,72.0,66.0,62.0
SPOT_20_08,235.0,161.0,269.0,133.0,260.0,119.0,73.0,65.0,27.0,56.0,125.0,19.0,84.0,50.0,412.0,357.0,166.0,63.0,133.0,9.0,6.0,4.0,88.0,43.0,49.0,97.0,134.0,66.0,141.0,50.0,5.0,20.0,202.0,67.0,83.0,44.0
SPOT_20_09,90.0,167.0,110.0,182.0,27.0,141.0,79.0,104.0,82.0,27.0,75.0,123.0,60.0,172.0,25.0,200.0,93.0,111.0,307.0,7.0,15.0,5.0,69.0,125.0,236.0,307.0,306.0,429.0,149.0,65.0,17.0,27.0,29.0,22.0,65.0,40.0
SPOT_20_10,155.0,99.0,73.0,124.0,66.0,39.0,45.0,168.0,51.0,45.0,188.0,51.0,52.0,131.0,127.0,129.0,73.0,224.0,169.0,5.0,5.0,30.0,143.0,54.0,486.0,65.0,293.0,111.0,79.0,85.0,3.0,18.0,35.0,86.0,192.0,90.0
SPOT_20_11,63.0,146.0,143.0,47.0,80.0,50.0,37.0,136.0,67.0,76.0,105.0,33.0,66.0,112.0,47.0,367.0,216.0,112.0,80.0,14.0,2.0,29.0,24.0,108.0,160.0,97.0,252.0,81.0,76.0,117.0,26.0,32.0,50.0,261.0,21.0,49.0
SPOT_20_12,291.0,787.0,333.0,353.0,107.0,42.0,52.0,66.0,47.0,30.0,744.0,61.0,71.0,105.0,66.0,271.0,194.0,568.0,454.0,12.0,6.0,11.0,84.0,182.0,128.0,120.0,31.0,72.0,29.0,41.0,20.0,142.0,83.0,30.0,130.0,30.0
SPOT_20_13,321.0,349.0,386.0,61.0,404.0,203.0,84.0,139.0,508.0,49.0,129.0,32.0,124.0,56.0,57.0,285.0,153.0,90.0,274.0,6.0,8.0,11.0,80.0,62.0,26.0,33.0,97.0,28.0,38.0,24.0,5.0,102.0,57.0,228.0,21.0,43.0
SPOT_20_14,349.0,553.0,720.0,94.0,28.0,50.0,46.0,74.0,41.0,65.0,1575.0,31.0,52.0,55.0,27.0,892.0,631.0,371.0,567.0,12.0,10.0,15.0,47.0,57.0,114.0,43.0,80.0,11.0,12.0,43.0,35.0,34.0,73.0,129.0,276.0,205.0
SPOT_20_15,327.0,178.0,1165.0,310.0,74.0,22.0,22.0,160.0,71.0,32.0,401.0,44.0,187.0,26.0,68.0,448.0,747.0,157.0,329.0,4.0,8.0,8.0,120.0,148.0,55.0,91.0,101.0,20.0,56.0,24.0,10.0,14.0,28.0,100.0,1049.0,85.0
SPOT_20_16,274.0,493.0,197.0,53.0,1041.0,58.0,64.0,577.0,379.0,77.0,120.0,27.0,97.0,113.0,294.0,138.0,343.0,142.0,188.0,9.0,6.0,12.0,125.0,103.0,85.0,77.0,107.0,11.0,121.0,43.0,12.0,26.0,60.0,172.0,193.0,18.0
SPOT_20_17,293.0,242.0,711.0,337.0,60.0,116.0,19.0,58.0,75.0,40.0,482.0,73.0,84.0,84.0,42.0,660.0,1230.0,489.0,1018.0,14.0,4.0,9.0,161.0,76.0,58.0,54.0,69.0,29.0,18.0,24.0,68.0,101.0,50.0,101.0,394.0,31.0
SPOT_20_18,329.0,137.0,448.0,112.0,360.0,93.0,68.0,619.0,155.0,53.0,327.0,45.0,83.0,63.0,143.0,326.0,282.0,786.0,68.0,9.0,13.0,20.0,104.0,61.0,65.0,129.0,59.0,41.0,49.0,34.0,16.0,49.0,59.0,69.0,129.0,52.0
SPOT_20_19,100.0,116.0,234.0,77.0,20.0,65.0,15.0,105.0,100.0,31.0,116.0,18.0,134.0,110.0,53.0,252.0,75.0,132.0,118.0,13.0,7.0,10.0,32.0,213.0,407.0,275.0,234.0,165.0,33.0,82.0,8.0,53.0,12.0,49.0,126.0,105.0
SPOT_20_20,89.0,199.0,235.0,66.0,340.0,42.0,102.0,112.0,75.0,39.0,472.0,61.0,86.0,25.0,93.0,249.0,72.0,50.0,98.0,5.0,4.0,17.0,424.0,277.0,69.0,242.0,139.0,12.0,41.0,114.0,12.0,74.0,62.0,161.0,33.0,109.0
SPOT_20_21,99.0,346.0,348.0,75.0,117.0,58.0,31.0,103.0,47.0,52.0,284.0,35.0,132.0,65.0,63.0,110.0,163.0,169.0,82.0,6.0,9.0,8.0,78.0,470.0,339.0,342.0,271.0,39.0,42.0,113.0,20.0,39.0,58.0,126.0,124.0,26.0
SPOT_20_22,440.0,122.0,254.0,75.0,76.0,90.0,44.0,10.0,198.0,49.0,100.0,82.0,172.0,55.0,21.0,105.0,101.0,245.0,132.0,6.0,7.0,21.0,213.0,118.0,70.0,147.0,143.0,83.0,19.0,53.0,24.0,86.0,56.0,106.0,90.0,70.0
SPOT_20_23,145.0,110.0,252.0,67.0,156.0,119.0,105.0,43.0,55.0,41.0,167.0,40.0,87.0,104.0,86.0,90.0,111.0,53.0,164.0,17.0,10.0,22.0,46.0,72.0,119.0,265.0,283.0,36.0,132.0,28.0,8.0,16.0,74.0,78.0,103.0,14.0
SPOT_20_24,13.0,5.0,91.0,18.0,12.0,16.0,14.0,28.0,18.0,21.0,35.0,11.0,53.0,40.0,18.0,10.0,10.0,90.0,115.0,2.0,4.0,3.0,609.0,518.0,469.0,375.0,109.0,38.0,14.0,6.0,14.0,58.0,14.0,24.0,44.0,10.0
SPOT_20_25,13.0,8.0,141.0,46.0,51.0,31.0,22.0,52.0,25.0,9.0,75.0,41.0,24.0,114.0,50.0,18.0,103.0,141.0,77.0,5.0,4.0,4.0,73.0,73.0,35.0,49.0,29.0,333.0,246.0,312.0,86.0,200.0,195.0,137.0,43.0,21.0
SPOT_20_26,18.0,20.0,28.0,43.0,37.0,32.0,9.0,15.0,34.0,33.0,170.0,17.0,45.0,38.0,14.0,18.0,20.0,76.0,92.0,6.0,1.0,2.0,364.0,415.0,181.0,612.0,683.0,6.0,11.0,40.0,6.0,35.0,15.0,25.0,35.0,10.0
SPOT_20_27,24.0,3.0,70.0,59.0,16.0,28.0,20.0,22.0,14.0,17.0,33.0,12.0,14.0,24.0,34.0,22.0,24.0,53.0,55.0,9.0,2.0,3.0,507.0,330.0,596.0,244.0,321.0,21.0,18.0,15.0,12.0,28.0,50.0,39.0,34.0,40.0
SPOT_20_28,8.0,9.0,89.0,18.0,49.0,38.0,6.0,147.0,40.0,29.0,104.0,41.0,11.0,18.0,8.0,12.0,14.0,129.0,23.0,5.0,1.0,4.0,413.0,426.0,117.0,190.0,290.0,37.0,44.0,29.0,18.0,68.0,11.0,12.0,32.0,44.0
